County,Property Name,Address,Address Description,City,Listed Date
Clarke,"Temple, Marcellus Luther and Julia Protzman, House",502 S Main St ,,Osceola,04-Apr-96
Clarke,"Kyte, John and Mary Jane, Farmstead District",2875  Mormon Trail Rd ,,Weldon,14-Sep-00
Clay,Logan Center School No. 5,  420th St ,"Corner of 420 St & 310 Ave, SE of Dickens, NE Gillett Grove",Dickens,16-Jan-01
Clay,Wanata State Park Picnic Shelter,,"1 mi E of Peterson, Cty Rd M27 and STH10",Peterson,15-Nov-90
Clay,"Kirchner, Philip and Anna Parrish, Log House",4969  120th St ,1.5 mi NW of Peterson,Peterson,02-Sep-93
Clay,Spencer High School and Auditorium,104 E 4th St ,,Spencer,12-Feb-10
Clay,Adams-Higgins House,1215 N Grand Ave ,,Spencer,27-Sep-84
Clay,Clay County Court House, W 4th St ,Corner of West 4th & 3rd Avenue West,Spencer,02-Jul-81
Clay,Little Sioux River Bridge,  210th Ave ,2.4 mile NW of Spencer over Little Sioux River,Spencer,25-Jun-98
Clay,Grand Avenue Historic Commercial District,,"301-605 Grand, 12-18,21 W 5th St, 10, 15-19 W 4th St",Spencer,06-Dec-04
Clayton,St. Peter's United Evangelical Church,,3 miles southeast of Garnavillo on U.S. 52,Ceres,12-Dec-76
Clayton,Clayton School,  1st St ,,Clayton,30-Jul-74
Clayton,Elkader Downtown Historic District,,parts of 100/200 blocks of Main St and side sts,Elkader,13-Mar-12
Clayton,Clayton County Courthouse,111  High St NE,,Elkader,20-Aug-76
Clayton,Carter House,101  High St SE,,Elkader,07-Nov-76
Clayton,"Price, Rialto, House",206 NW Cedar St ,,Elkader,21-Nov-76
Clayton,Elkader Opera House,207 N Main St ,,Elkader,08-Oct-76
Clayton,Elkader Keystone Bridge,  Bridge St ,Bridge Street - Highway 13,Elkader,22-Jul-76
Clayton,St. Joseph Church and Parish Hall,330  1st St SW,,Elkader,21-Nov-76
Clayton,"Davis, Timothy, House",405  1st St NW,,Elkader,22-Jun-76
Clayton,Schmidt House,101  Oak Ave NW,,Elkader,25-Mar-77
Clayton,Read Township Culvert,,4.4 mi SE of Elkader,Elkader,12-Mar-99
Clayton,Motor Townsite,,Located 3 miles southeast of Elkader on Turkey River,Elkader,02-Aug-77
Clayton,"Stemmer, J. C.,  House",113  Oak Ave NW,,Elkader,21-Oct-76
Clayton,First Congressional Church,  Washington St ,,Garnavillo,25-Mar-77
Clayton,Garnavillo Township Bridge,,"1.7 mi W of Garnavillo, County rd over unnamed stream",Garnavillo,25-Jun-98
Clayton,IOOF Hall,  Center St ,Located in Garnavillo,Garnavillo,18-Jun-79
Clayton,Garnavillo Township Culvert,,"1.6 mi W of Garnavillo, county rd over unnamed stream",Garnavillo,25-Jun-98
Clayton,Valley Mills,,2 miles east of Garnavillo,Garnavillo,12-Dec-76
Clayton,Lakeside Ballroom,1202 N 4th St ,,Guttenberg,04-Feb-02
Clayton,Guttenberg National Fish Hatchery and Aquarium Historic District,315 S River Park Dr ,,Guttenberg,23-Dec-91
Clayton,Front Street Historic District,  River Park Dr ,,Guttenberg,24-Sep-84
Clayton,Wehmer House,910 S River Park Dr ,,Guttenberg,24-Sep-84
Clayton,Weber House,822 S River Park Dr ,,Guttenberg,24-Sep-84
Clayton,Albertus Building,218 S River Park Dr ,pak 222 S River Park Dr,Guttenberg,03-Apr-79
Clayton,Kolker House,110  Goethe St ,,Guttenberg,24-Sep-84
Clayton,Stone Barn,12  Goethe St ,,Guttenberg,24-Sep-84
Clayton,Saint Mary's Catholic Church District,,"502, 518, 520 S 2nd St, 214 Herder St",Guttenberg,12-Aug-04
Clayton,Matt-Bahls House,615 S 3rd St ,,Guttenberg,24-Sep-84
Clayton,Guttenberg Corn Canning Company,413 N 3rd St ,,Guttenberg,24-Sep-84
Clayton,Parker House,1015 S 2nd St ,,Guttenberg,24-Sep-84
Clayton,Nieland House,715 S 1st St ,,Guttenberg,24-Sep-84
Clayton,Fuerste House,503 S 1st St ,,Guttenberg,24-Sep-84
Clayton,Eckert House,413 S 1st St ,,Guttenberg,24-Sep-84
Clayton,McClaine House,300 S 1st St ,,Guttenberg,24-Sep-84
Clayton,Moser Stone House,211 S 1st St ,,Guttenberg,24-Sep-84
Clayton,Guttenberg State Bank,15  Goethe St ,,Guttenberg,24-Sep-84
Clayton,Dry Run Bridge,,Town street over Dry Run,Littleport,25-Jun-98
Clayton,Monona Township Culvert,,1.4 mi SW of Luana,Luana,25-Jun-98
Clayton,Effigy Mounds National Monument,,3 mi N of Marquette on IA76,Marquette,15-Oct-66
Clayton,American School of Wildlife Protection Historic District,  McGregor Heights Rd ,North of McGregor on McGregor Heights Road,McGregor,23-Dec-91
Clayton,McGregor Commercial Historic District,,"100-300 blocks of Main St, 100-200 blocks of A St",McGregor,10-Dec-02
Clayton,"Bloedel, Christian, Wagon Works",524  Main St ,524-526 Main St,McGregor,23-Sep-09
Clayton,Goedert Meat Market,322  Main St ,,McGregor,18-Oct-96
Clayton,American House,116  Main St ,,McGregor,30-Aug-01
Clayton,"Reynolds, Joseph ""Diamond Jo"", Office Building and House",123  A St ,Located on NW Corner of A Street and Main Street,McGregor,19-Feb-82
Clayton,"Stauer, Peter, House",629  Main St ,,McGregor,13-Sep-03
Clayton,Mederville Bridge,,County Rd over Volga River,Mederville,25-Jun-98
Clayton,Round Barn,,1/4 miles North of Millville,Millville,30-Jun-86
Clayton,Turkey River State Preserve Archaeological District,,Located 2 miles NE of Millville along Mississippi River,Millville,30-May-90
Clayton,Mallory Township Bridge,,"1.3 mi SW of Osterdock, county rd over unnamed stream",Osterdock,25-Jun-98
Clayton,St. Olaf Auditorium,118 S Main St ,,Saint Olaf,09-Dec-94
Clayton,Franklin Hotel,102  Elkader St ,,Strawberry Point,25-Jun-99
Clinton,"Kvindherred Lutheran Church, School, and Cemetery",2589  190th Ave ,1.5 mi SE of Calamus,Calamus,15-Aug-00
Clinton,"Johnson, George, House",2566  190th Ave ,,Calamus,15-Aug-00
Clinton,"Anthony, Horace, House",1206  Anthony Pl ,,Camanche,01-May-91
Clinton,Castle Terrace Historic District,,703-719 Terrace 1332-1355 Caroline 1354 8th Ave S 637 S 14th,Clinton,07-Jan-98
Clinton,Saint Boniface Church,2500 N Pershing Blvd ,,Clinton,24-Feb-12
Clinton,Cherry Bank,1458  Main Ave ,a.k.a. 1720 Main Ave. (address in 1987),Clinton,22-Nov-99
Clinton,Clinton Public Library,306  8th Ave S,,Clinton,23-May-83
Clinton,"Lamb, Lafayette, House",317  7th Ave S,,Clinton,18-Oct-79
Clinton,Clinton County Courthouse,612 N 2nd St ,Between 6th & 7th Ave N,Clinton,02-Jul-81
Clinton,Ankeny Building,201  5th Ave S,201-211 5th Ave S,Clinton,02-Mar-06
Clinton,"Dierks, Peter, House",,,Clinton,30-Dec-98
Clinton,Van Allen Store,200  5th Ave S,200-206 5th Ave South,Clinton,07-Jan-76
Clinton,Clinton High School and Public Library,600 S 4th St ,,Clinton,09-Sep-12
Clinton,Moeszinger-Marquis Hardware Company,719 S 2nd St ,719-723 South 2nd Street,Clinton,09-Feb-06
Clinton,Howes Block,419 S 2nd St ,419-425 S. 2nd St.,Clinton,15-Dec-04
Clinton,Saint Irenaeus Church,2811 N 2nd St ,,Clinton,03-Sep-10
Clinton,First National Bank,226  5th Ave S,,Clinton,10-Nov-85
Clinton,"Curtis, George M., House",420  5th Ave S,,Clinton,01-Oct-79
Clinton,Ames Creek Bridge,  300th St ,"2 miles NE of DeWitt, 300th St over Ames Creek",De Witt,25-Jun-98
Clinton,Delmar Calaboose,  Vane St ,500 block of Vane,Delmar,19-Mar-81
Clinton,"Chicago, Milwaukee, St. Paul & Pacific Depot--Delmar",  Railroad St ,"W of Main St, between Railroad and Clinton",Delmar,14-Apr-97
Clinton,Farmers and Merchants Savings Bank,601  Smith St ,,Grand Mound,30-Aug-01
Clinton,Grand Mound Town Hall and Waterworks Historic District,613  Clinton St ,613-615 Clinton St,Grand Mound,30-Aug-01
Clinton,Dugan's Saloon,516  Smith St ,,Grand Mound,30-Aug-01
Clinton,Helvig-Olson Farm Historic District,2008  260th St ,,Grand Mound,15-Aug-00
Clinton,Sharon Methodist Episcopal Church,1223  125th St ,Approx 1.5 miles NW of Lost Nation,Lost Nation,14-Aug-03
Clinton,City Hotel,214 S Main St ,,Wheatland,03-Oct-07
Crawford,Buck Grove Bridge,,SE corner of Buck Grove,Buck Grove,25-Jun-98
Crawford,East Soldier River Bridge,,2.5 Miles SW of Charter Oak,Charter Oak,25-Jun-98
Crawford,"McHenry, William A., House",1428  1st Ave N,,Denison,07-Nov-76
Crawford,"Carey, John T. and Marietta (Greek), House",1502  1st Ave N,,Denison,11-Apr-05
Crawford,Crawford County Courthouse,  Broadway  ,between Ave.B and Ave C,Denison,02-Jul-81
Crawford,Park Motel,803  4th Ave S,,Denison,09-Jun-00
Crawford,"Chamberlin, Clarence D., House",1434  2nd Ave S,,Denison,28-Apr-77
Crawford,Yellow Smoke Park Bridge,,Eastern edge of Denison,Denison,25-Jun-98
Crawford,Dow House,  Prince St ,End of Prince Street,Dow City,14-Jun-72
Crawford,"Dunham, Z.T., Pioneer Stock Farm",  IA 37  ,1 mi NW of Dunlap,Dunlap,02-Aug-93
Crawford,Nishnabotna River Bridge,,2.3 miles SW of Manilla,Manilla,12-Mar-99
Crawford,Klondike Hotel,332  3rd St ,,Manilla,11-Oct-96
Crawford,Nishnabotna River Bridge,,3.4 miles NE of Manilla,Manilla,25-Jun-98
Crawford,Beaver Creek Bridge,  180th St ,"4.5 miles NW of Schleswing, between B&C Ave, over Beaver Cr",Schleswig,25-Jun-98
Dallas,Adel Public Square Historic District,,Public Square and portions of 2 side streets,Adel,18-Dec-09
Dallas,Adel Bridge,  River Rd ,"Over N. Raccoon River, ""Old Waukee Road""",Adel,18-Apr-02
Dallas,Dallas County Courthouse,  8th St ,"8th and Main, Town Square",Adel,26-Nov-73
Dallas,"Wilson, John, House",,Apx 3.5 miles SW of DeSoto,De Soto,30-Mar-79
Dallas,Dexter Community House,707  Dallas St ,,Dexter,03-Mar-75
Dallas,Prairie Center Methodist Episcopal Church and Pleasant Hill Cemetery,  Beaumont Ave ,"Apx. 11 mi SW of Minburn, SE corner of Beaumont and 200th St",Minburn,12-Oct-04
Dallas,Perry Carnegie Library Building,1123  Willis Ave ,Willis at 2nd St and Railroad St,Perry,03-Oct-96
Dallas,Downtown Perry Historic District,,"Between 3rd St, Lucinda St, 1st Ave & Railroad St",Perry,08-Sep-00
Dallas,Bruce's Snowball Market #1 Addition,921  Railroad St ,,Perry,08-Sep-00
Dallas,Beaver Creek Bridge,  M Ave ,Apx. 3.1 miles E of Perry over Beaver Creek,Perry,25-Jun-98
Dallas,Jones Business College,1305  Otley Ave ,,Perry,30-Nov-00
Dallas,Saint Patrick's Catholic Church and Rectory,1312  3rd St ,NE corner at Lucinda St.,Perry,22-Mar-11
Dallas,"Feller, Robert William Andrew, Farmstead",2965  340th Tr ,,Van Meter,17-Dec-99
Dallas,"McColl, Anthony M., House",502  Main St ,,Woodward,05-Feb-87
Davis,Davis County Courthouse,100  Courthouse Sq ,Bloomfield Town Square,Bloomfield,03-May-74
Davis,"Wishard, Henry, House",406 W Jefferson St ,,Bloomfield,15-Dec-04
Davis,Trimble/Parker Historic Farmstead District,23981  240th St ,,Bloomfield,21-Mar-03
Davis,"Findley, William, House",302 E Franklin St ,,Bloomfield,09-Jun-78
Davis,"Weaver, James B., House",  Weaver Park Rd ,,Bloomfield,15-May-75
Davis,Bloomfield Square,,,Bloomfield,07-Nov-76
Davis,"Wilson, Asa, House",207 S Washington St ,,Bloomfield,10-Dec-82
Davis,Lockkeeper's House,  Whitefish Tr ,,Eldon,14-Oct-09
Davis,Stringtown House,,5 miles NE of Pulaski,Pulaski,16-Apr-74
Davis,Troy Academy,  Chestnut St ,,Troy,23-Jun-76
Davis,West Grove Methodist Episcopal Church,21944  Echo Ave ,aka 21944 Hwy 2,West Grove,26-May-04
Decatur,Union Church,  Clark St ,Corner of Clark and Sycamore,Davis City,12-Dec-76
Decatur,"McClung, J. J., House",  Main St ,Corner of Main and Vine St.,Garden Grove,06-Dec-90
Decatur,"Stearns, C. S., House",  Main St ,,Garden Grove,28-Nov-78
Decatur,Liberty Hall,1300 W Main St ,,Lamoni,29-Sep-83
Decatur,Decatur County Courthouse,207 N Main St ,,Leon,02-Jul-81
Decatur,Grand River Bridge,,5.7miles west of Leon,Leon,25-Jun-98
Decatur,"Missouri, Iowa and Nebraska Railway Company Depot -- Weldon", N Main St ,N Main St at Decatur county line,Weldon,13-Dec-91
Delaware,"Kirkpatrick, Robert, Round Barn",3342  120th Ave ,"4 mi SW of Ryan, 3 mi NE of Coggon",Coggon,06-Apr-05
Delaware,Bay Settlement Church,,3 miles SW of Delhi,Delhi,13-Sep-77
Delaware,Backbone State Park,,2 miles North of Dundee,Dundee,23-Dec-91
Delaware,Backbone State Park: Cabin/Bathing Area (Area A),,2 miles North of Dundee,Dundee,23-Dec-91
Delaware,"Backbone State Park Picnicking, Hiking, and Camping (Area B)",,"2 mi N of Dundee, County Rds W69 and C54",Dundee,23-Dec-91
Delaware,Backbone State Park: Richmond Springs (Area C),,3 miles North of Dundee,Dundee,23-Dec-91
Delaware,Lenox College,  College St ,,Hopkinton,19-Dec-74
Delaware,Delaware County Courthouse,  Main St ,On Main between S. Tama and S. Brewer st,Manchester,02-Jul-81
Delaware,McGee School,,Aprox. 3 miles NW of Manchester,Manchester,07-Sep-99
Delaware,"Hoag, J. J., House",120 E Union St ,,Manchester,13-Aug-76
Delaware,Lincoln Elementary School,401  Lincoln St ,,Manchester,24-Oct-02
Delaware,Coffin's Grove Stagecoach House,,3 miles East of Manchester,Manchester,13-Sep-77
Delaware,Spring Branch Butter Factory Site,  Natl. Fish Hatchery Rd ,3 mi SE of Manchester on National Fish Hatchery Road,Manchester,28-Jun-74
Delaware,Saints Peter and Paul Church,  C64  ,Junction C64 & X47,Petersburg,24-Jan-95
Des Moines,"Chicago, Burlington and Quincy Station",300 S Main St ,,Burlington,05-Feb-02
Des Moines,Manufacturing and Wholesale Historic District,,"209 N 3rd St to 231 S 3rd St, 219 to 425 Vallety St",Burlington,12-Jun-12
Des Moines,"Forney, James M., House",401  Cedar St ,,Burlington,22-Sep-86
Des Moines,Capitol Theatre,211 N 3rd St ,211-215  N 3rd St,Burlington,22-Nov-96
Des Moines,Church of St. John the Baptist,712  Division St ,,Burlington,26-Feb-82
Des Moines,"Burlington, Cedar Rapids, and Northern Freight House",710 N Front St ,Located at corner of Front & High Streets/ W of Big Muddy's,Burlington,27-Jan-83
Des Moines,Hedge Block,401  Jefferson St ,401-407 Jefferson St,Burlington,07-Oct-82
Des Moines,Cascade Bridge, S Main St ,,Burlington,25-Jun-98
Des Moines,German Methodist Episcopal Church,620  Washington St ,7th Street at Washington,Burlington,22-Sep-77
Des Moines,Jagger-Churchill House,201  Spring St ,,Burlington,05-Mar-82
Des Moines,"Darwin, Mary, House",537  Summer St ,,Burlington,24-Jan-80
Des Moines,Snake Alley, N 6th St ,N. 6th St between Columbia and Washington Sts.,Burlington,06-Sep-74
Des Moines,Schramm Building,212  Jefferson St ,,Burlington,12-Mar-99
Des Moines,Des Moines County Court House,513 N Main St ,,Burlington,28-Aug-03
Des Moines,Heritage Hill Historic District,,"Snake Alley, 3rd -8th St, 10th St N Central Ave, Washington",Burlington,21-Dec-82
Des Moines,"Dodge, Augustus Caesar, House",829 N 5th St ,,Burlington,25-Jan-80
Des Moines,Burlington Public Library,501 N 4th St ,,Burlington,27-Mar-75
Des Moines,West Jefferson Street Historic District,,400-800 blocks of W Jefferson St,Burlington,09-Apr-91
Des Moines,Snake Alley Historic District,,"Columbia, Washington, Cobblestone Alley, Service Dr.",Burlington,21-May-75
Des Moines,Crapo Park and Arboretum Historic District,,"bounded by Parkway Dr, Koestner, Madison Rd and Mississippi",Burlington,03-Jun-76
Des Moines,Flint River Bridge #143745,,8.8 miles NW of Burlington,Burlington,25-Jun-98
Des Moines,Hotel Burlington,206 N 3rd St ,,Burlington,31-Dec-87
Des Moines,First Congregational Church,313 N 4th St ,,Burlington,21-Nov-76
Des Moines,Burlington and Missouri River Railroad Passenger Station,237 S 4th St ,,Burlington,22-Oct-76
Des Moines,Starker-Leopold Historic District,,"101, 111 Clay St and 110 Grand St",Burlington,02-Feb-83
Des Moines,"Melcher, Dennis, Pottery and Residence",22981  Agency Rd ,"22981 and 22982 Agency Rd, 2.5 mi SW of Danville",Danville,28-Aug-03
Des Moines,Hawkeye Creek Bridge,,6.5 miles NE of Mediapolis,Mediapolis,25-Jun-98
Des Moines,Baptist Church,,Apx 1.5 miles Nw of Sperry,Sperry,18-Apr-77
Dickinson,Spirit Lake Massacre Log Cabin,  Monument Dr ,Located in Pilsbury Point State Park,Arnolds Park,03-Apr-73
Dickinson,Pillsbury Point State Park Overlook District,  US 71 Hwy ,,Arnolds Park,12-Jan-93
Dickinson,Trappers Bay State Park Picnic Shelter,  M32  ,1 mi W of Lake Park on NW shore of Silver Lake on County M32,Lake Park,15-Nov-90
Dickinson,"Gull Point State Park, Area A",,3 1/2 miles North of Milford on W. shore of W. Okoboji Lake,Milford,30-Nov-90
Dickinson,Okoboji Bridge,,Aprox 6.0 miles SW of Millford,Milford,18-Jul-98
Dickinson,"Clark, Gerome, House",,Located 4 1/4 miles Northeast of Milford,Milford,09-Nov-77
Dickinson,Gull Point State Park: Area B,,3 1/2 miles North of Milford on W. shore of W. Okoboji Lake,Milford,30-Nov-90
Dickinson,Iowa Lakeside Laboratory Historic District,,"Hwy 86, @ 4 mi NNW of jct with Hwy 71",Milford,23-Dec-91
Dickinson,Antlers Hotel,1703  Hill Ave ,,Spirit Lake,24-May-07
Dickinson,Mini-Wakan State Park Historic District,24490  100th St ,,Spirit Lake,17-Feb-10
Dickinson,Spirit Lake Public Library,1801  Hill Ave ,,Spirit Lake,24-Jan-80
Dickinson,Pikes Point State Park Shelter and Steps,,West of Jct. IA 9 & U.S. 71 NE side of West Okoboji Lake,Spirit Lake,15-Nov-90
Dubuque,White Water Creek Bridge,,4 mi SW of Bernard over Whitewater Creek,Bernard,25-Jun-98
Dubuque,Washington Mill Bridge,  Creek Branch Ln ,2 1/2 mi SE of Bernard on Lytle Creek,Bernard,25-Jun-98
Dubuque,Sauser Lane House,101  2nd Ave SW,,Cascade,14-Jul-83
Dubuque,"Rath, Johann Christian Frederick, House",1204  Mt Loretta Ave ,,Dubuque,11-Apr-77
Dubuque,German Bank,342  Main St ,,Dubuque,28-Mar-78
Dubuque,Orpheum Theatre and Site,405  Main St ,"4th and Main Sts, 401-405-415 Main St.",Dubuque,14-Nov-72
Dubuque,Bishop's Block,90  Main St ,,Dubuque,05-Sep-94
Dubuque,St. Luke's Methodist Episcopal Church,1199  Main St ,,Dubuque,23-Apr-98
Dubuque,Security Building,800  Main St ,800-864 Main St,Dubuque,08-Aug-06
Dubuque,Schroeder-Kleine Grocer Company Warehouse; M. M. Walker Company Warehouse,40  Main St ,40-48 Main St,Dubuque,28-Feb-11
Dubuque,Andrew-Ryan House,1375 N Locust St ,,Dubuque,11-Apr-85
Dubuque,Roshek Brothers Department Store,250 W 8th St ,aka 700 N Locust St,Dubuque,26-Jan-10
Dubuque,"Ham, Mathias, House",2241  Lincoln Ave ,Shiras & Lincoln,Dubuque,19-Jul-76
Dubuque,Garland  House,1090  Langworthy St ,,Dubuque,07-Jul-83
Dubuque,Diamond Jo Boat Store and Office,  Jones St ,Corner of Jones & Water Streets.,Dubuque,23-Nov-77
Dubuque,"Hancock, Charles T., House",1105  Grove Ter ,,Dubuque,10-Apr-86
Dubuque,"Holland, Ora, House",1296  Mt Pleasant St ,,Dubuque,14-Aug-86
Dubuque,"Loescher, T. Ben, House",160 S Grandview Ave ,,Dubuque,02-Nov-89
Dubuque,Town Clock Building,823  Main St ,823-825 Main St,Dubuque,24-Jan-02
Dubuque,Fourth Street Elevator,512  Fenelon Pl ,aka 400 Raymond Place,Dubuque,03-Aug-78
Dubuque,"Vogt, William C. and Olga, House",350  Hill St ,,Dubuque,
Dubuque,Holy Ghost Catholic Historic District,,2887-2921 Central Ave,Dubuque,10-Jun-11
Dubuque,Interstate Power Company Building,131 W 10th St ,nominated with 1000-1030 Main St,Dubuque,26-Jun-08
Dubuque,"Schrup, John and Marie Palen, Farmstead District",10086  Lake Eleanor Rd ,,Dubuque,16-Sep-09
Dubuque,Upper Central Avenue Commercial Historic District,,1460-1965 Central Ave,Dubuque,09-Sep-12
Dubuque,Dubuque Casket Company,1798  Washington St ,a.k.a. 1789 Elm Street,Dubuque,09-Feb-06
Dubuque,Four Mounds Estate Historic District,4900  Peru Rd ,,Dubuque,24-Jan-02
Dubuque,Kelley House,274  Southern Ave ,,Dubuque,30-Jan-78
Dubuque,Dubuque Millworking Historic District, E 6TH St ,"White, Jackson, Washington, Elm between E 6th and E 11th Sts",Dubuque,07-Nov-08
Dubuque,Grand Opera House,135 W 8th St ,,Dubuque,14-Sep-02
Dubuque,Washington Street and East 22nd Street Historic District,,E 22nd St (215-400) and Washington St (2162-2255),Dubuque,28-Feb-11
Dubuque,Four Mounds Site,4900  Peru Rd ,,Dubuque,17-Nov-00
Dubuque,Hollenfelz House,1651  White St ,,Dubuque,13-Sep-77
Dubuque,Old Chapel Hall,2050  University Ave ,,Dubuque,05-Aug-83
Dubuque,Upper Main Street Historic District,,"Main Street, 10th 12th Streets",Dubuque,11-Apr-05
Dubuque,Jackson Park Historic District,,"bounded by 17th, Iowa, 10th and Bluff and Montrose Sts",Dubuque,31-Jul-86
Dubuque,McMahon House,800  English Ln ,,Dubuque,21-Nov-76
Dubuque,Old Main Historic District,,100-300 Blocks of Main St,Dubuque,12-Jan-83
Dubuque,Julien Dubuque Mines,8991  Bellevue Heights  ,,Dubuque,04-Nov-93
Dubuque,West 11th Street Historic District,,"Boundaries Grove Ter., Loras Blvd, Wilbur and Walnut Sts",Dubuque,12-Aug-04
Dubuque,Cathedral Historic District,,"Roughly bounded by bluff line running W. of Bluff St., With",Dubuque,25-Sep-85
Dubuque,Langworthy Historic District,,"Melrose Terrace, W 3rd, Langworthy St., Alpine",Dubuque,12-Aug-04
Dubuque,Mount Saint Bernard College and Seminary,10336  Military Rd ,"Route #3, Box 126",Dubuque,05-Nov-74
Dubuque,"Dubuque, Julien, Monument",8999  Bellevue Heights  ,Mines of Spain Recreation Area--1 mi SE of Dubuque,Dubuque,02-Dec-88
Dubuque,Mines of Spain Area Lead Mining Community Archaeological District,,1 mi SE of Dubuque,Dubuque,21-Nov-88
Dubuque,Mines of Spain Prehistoric District,,1 mi SE of Dubuque,Dubuque,02-Dec-98
Dubuque,Dubuque Trading Post/Village of Kettle Chief Archaeological District,,1 mi SE of Dubuque,Dubuque,02-Dec-88
Dubuque,Mines of Spain Rural Community Archaeological District,,SE of Dubuque,Dubuque,21-Nov-88
